name_korean,name_english,aroma
"1881 나파, 카베르네 소비뇽","1881 Napa, Cabernet Sauvignon",리치
"1881 나파, 카베르네 소비뇽","1881 Napa, Cabernet Sauvignon",코코아
"1881 나파, 카베르네 소비뇽","1881 Napa, Cabernet Sauvignon",바닐라
아하리,Ahari,허브
"알프레드 그라티엔, 클래식 브뤼","Alfred Gratien, Classic Brut",감귤
"알프레드 그라티엔, 클래식 브뤼","Alfred Gratien, Classic Brut",버터
"알프레드 그라티엔, 퀴베 파라다이스 브뤼","Alfred Gratien, Cuvee Paradis Brut",아몬드
"알프레드 그라티엔, 퀴베 파라다이스 브뤼","Alfred Gratien, Cuvee Paradis Brut",버터
"알프레드 그라티엔, 퀴베 파라다이스 브뤼","Alfred Gratien, Cuvee Paradis Brut",파인애플
"알프레드 그라티엔, 퀴베 파라다이스 브뤼","Alfred Gratien, Cuvee Paradis Brut",브리오슈
"알프레드 그라티엔, 밀레짐 브뤼","Alfred Gratien, Millesime Brut",복숭아
"알프레드 그라티엔, 밀레짐 브뤼","Alfred Gratien, Millesime Brut",망고
"알프레드 그라티엔, 밀레짐 브뤼","Alfred Gratien, Millesime Brut",후추
"알레그리니, 팔라쪼 델라 토레","Allegrini, Palazzo Della Torre",건포도
"알레그리니, 팔라쪼 델라 토레","Allegrini, Palazzo Della Torre",자두
"알타 비스타, 아템포랄 블렌드","Alta Vista, Atemporal Blend",정향
"알타 비스타, 아템포랄 블렌드","Alta Vista, Atemporal Blend",블랙체리
"알타 비스타, 아템포랄 블렌드","Alta Vista, Atemporal Blend",블랙베리
"알타 비스타, 아템포랄 블렌드","Alta Vista, Atemporal Blend",후추
"알타 비스타, 아템포랄 블렌드","Alta Vista, Atemporal Blend",제비꽃
"알타 비스타, 싱글 빈야드 테미스","Alta Vista, Single Vineyard Temis",자두
"알타 비스타, 싱글 빈야드 테미스","Alta Vista, Single Vineyard Temis",오크
"알타 비스타, 싱글 빈야드 테미스","Alta Vista, Single Vineyard Temis",라스베리
알루아도 샤도네이,Aluado Chardonnay,라임
"알바로 팔라시오스, 페탈로스","Alvaro Palacios, Petalos",미네랄
"알바로 팔라시오스, 페탈로스","Alvaro Palacios, Petalos",배
"알바로 팔라시오스, 페탈로스","Alvaro Palacios, Petalos",꽃
"알바로 팔라시오스, 페탈로스","Alvaro Palacios, Petalos",블루베리
"앙드레 끌루에, 브뤼 나뛰르 실버","Andre Clouet, Brut Nature Silver",레몬
"앤드류 윌, 샴푸 빈야드","Andrew Will, Champoux Vineyard",체리
"앤드류 윌, 샴푸 빈야드","Andrew Will, Champoux Vineyard",리치
"앤드류 윌, 샴푸 빈야드","Andrew Will, Champoux Vineyard",오크
"앤드류 윌, 소렐라 레드 와인","Andrew will, Sorella Red Wine",타바코
"앤드류 윌, 소렐라 레드 와인","Andrew will, Sorella Red Wine",블랙베리
"앤드류 윌, 투 블론즈 빈야드 레드 와인","Andrew Will, Two Blondes Vineyard Red Wine",허브
"앤드류 윌, 투 블론즈 빈야드 레드 와인","Andrew Will, Two Blondes Vineyard Red Wine",타바코
앙또냉 귀용 볼네 프리미에 크뤼 끌로 데 셴느,Antonin Guyon Volnay Premier Cru Clos des Chenes,오크
"아지엔다 아그리콜라 베라, 바르바레스코","Azienda Argicola Bera, Barbaresco",꽃
"아지엔다 아그리콜라 베라, 바르바레스코","Azienda Argicola Bera, Barbaresco",바닐라
"아지엔다 아그리콜라 베라, 바르바레스코","Azienda Argicola Bera, Barbaresco",석류
"아소르스, 뷸카니코 블랑코","Azores, Vulcanico Branco",미네랄
"바넷 빈야즈, 카버네 소비뇽","Barnett Vineyards, Cabernet Sauvignon",블랙베리
"바넷 빈야즈, 카버네 소비뇽","Barnett Vineyards, Cabernet Sauvignon",민트
"바넷 빈야즈, 카버네 소비뇽","Barnett Vineyards, Cabernet Sauvignon",아니스
"바넷, 멀롯","Barnett Vineyards, Merlot",시나몬
"바넷, 멀롯","Barnett Vineyards, Merlot",미네랄
"바넷, 멀롯","Barnett Vineyards, Merlot",토스트
"바스 필립, 크라운 프린스 피노누아","Bass Phillip, Crown Prince Pinot Noir",자두
"바스 필립, 에스테이트 샤르도네","Bass Phillip, Estate Chardonnay",캐슈넛
"바스 필립, 에스테이트 샤르도네","Bass Phillip, Estate Chardonnay",오렌지
"바스 필립, 에스테이트 샤르도네","Bass Phillip, Estate Chardonnay",복숭아
"바스 필립, 에스테이트 샤르도네","Bass Phillip, Estate Chardonnay",꿀
"바스 필립, 에스테이트 피노누아","Bass Phillip, Estate Pinot Noir",자두
"바스 필립, 프리미엄 피노 누아","Bass Phillip, Premium Pinot Noir",허브
"바스 필립, 프리미엄 피노 누아","Bass Phillip, Premium Pinot Noir",체리
"바스 필립, 리저브 피노 누아","Bass Phillip, Reserve Pinot Noir",허브
"바스 필립, 리저브 피노 누아","Bass Phillip, Reserve Pinot Noir",흙
"바스 필립, 리저브 피노 누아","Bass Phillip, Reserve Pinot Noir",체리
"바스 필립, 리저브 피노 누아","Bass Phillip, Reserve Pinot Noir",바닐라
"베드락, 헤리티지 레드와인","Bedrock, Heritage Red Wine",블랙베리
"베드락, 헤리티지 레드와인","Bedrock, Heritage Red Wine",오렌지
"베드락, 헤리티지 레드와인","Bedrock, Heritage Red Wine",감초
"베드락, 올드 바인 진판델","Bedrock, Old Vine Zinfandel",블랙베리
"벤 마르코, 익스프레시보","Ben Marco, Expresivo",블랙베리
"벤 마르코, 익스프레시보","Ben Marco, Expresivo",블랙체리
"벤 마르코, 익스프레시보","Ben Marco, Expresivo",시나몬
"벤 마르코, 익스프레시보","Ben Marco, Expresivo",잼
"벤 마르코, 익스프레시보","Ben Marco, Expresivo",블루베리
"벤 마르코, 익스프레시보","Ben Marco, Expresivo",후추
"벤 마르코, 익스프레시보","Ben Marco, Expresivo",삼나무
"벤 마르코, 익스프레시보","Ben Marco, Expresivo",자두
"벤 마르코, 익스프레시보","Ben Marco, Expresivo",미네랄
"벤 마르코, 익스프레시보","Ben Marco, Expresivo",바닐라
"벤 마르코, 익스프레시보","Ben Marco, Expresivo",제비꽃
"벤 마르코, 신 리미테스 괄탈라리 말벡","Ben Marco, Sin Limites Gualtallary Marbec",블랙베리
"벤 마르코, 신 리미테스 괄탈라리 말벡","Ben Marco, Sin Limites Gualtallary Marbec",자두
"벤 마르코, 신 리미테스 괄탈라리 말벡","Ben Marco, Sin Limites Gualtallary Marbec",블랙체리
"벤 마르코, 신 리미테스 괄탈라리 말벡","Ben Marco, Sin Limites Gualtallary Marbec",시나몬
"벤 마르코, 신 리미테스 괄탈라리 말벡","Ben Marco, Sin Limites Gualtallary Marbec",바닐라
"벤 마르코, 신 리미테스 괄탈라리 말벡","Ben Marco, Sin Limites Gualtallary Marbec",블루베리
"벤 마르코, 신 리미테스 괄탈라리 말벡","Ben Marco, Sin Limites Gualtallary Marbec",후추
"벤 마르코, 신 리미테스 괄탈라리 말벡","Ben Marco, Sin Limites Gualtallary Marbec",미네랄
"벤 마르코, 신 리미테스 괄탈라리 말벡","Ben Marco, Sin Limites Gualtallary Marbec",오크
"벤 마르코, 신 리미테스 괄탈라리 말벡","Ben Marco, Sin Limites Gualtallary Marbec",잼
"벤 마르코, 신 리미테스 괄탈라리 말벡","Ben Marco, Sin Limites Gualtallary Marbec",타바코
"비비 그라츠, 볼라마타","Bibi Graetz, Bollamatta",아몬드
"비비 그라츠, 볼라마타","Bibi Graetz, Bollamatta",오렌지
"비비 그라츠, 볼라마타","Bibi Graetz, Bollamatta",생강
"비비 그라츠, 볼라마타","Bibi Graetz, Bollamatta",라스베리
블랙 스탈리온 까베르네 소비뇽,Black Stallion Cabernet Sauvignon,자두
블랙 스탈리온 까베르네 소비뇽,Black Stallion Cabernet Sauvignon,블랙베리
블랙 스탈리온 까베르네 소비뇽,Black Stallion Cabernet Sauvignon,바닐라
블랙 스탈리온 까베르네 소비뇽,Black Stallion Cabernet Sauvignon,토스트
"블랙 스탈리온, 리미티드 릴리즈 포세이돈 샤르도네","Black Stallion, Limited Release Poseidon Chardonnay",크림
"블랙 스탈리온, 리미티드 릴리즈 포세이돈 샤르도네","Black Stallion, Limited Release Poseidon Chardonnay",생강
"블랙 스탈리온, 리미티드 릴리즈 포세이돈 샤르도네","Black Stallion, Limited Release Poseidon Chardonnay",꽃
"브리스데일, 더 와이즈 원 타우니 NV","Bleasdale, The Wise One Tawny NV",건포도
"브리스데일, 더 와이즈 원 타우니 NV","Bleasdale, The Wise One Tawny NV",초콜릿
"브리스데일, 더 와이즈 원 타우니 NV","Bleasdale, The Wise One Tawny NV",호두
"브리스데일, 더 와이즈 원 타우니 NV","Bleasdale, The Wise One Tawny NV",바닐라
"브리스데일, 더 와이즈 원 타우니 NV","Bleasdale, The Wise One Tawny NV",코코아
"브리스데일, 더 와이즈 원 타우니 NV","Bleasdale, The Wise One Tawny NV",아몬드
"브리스데일, 더 와이즈 원 타우니 NV","Bleasdale, The Wise One Tawny NV",말린과일
"보데가 차크라, 마인케 샤르도네","Bodega Chacra, Mainque Chardonnay",크림
"보데가 차크라, 마인케 샤르도네","Bodega Chacra, Mainque Chardonnay",레몬
"보데가 차크라, 마인케 샤르도네","Bodega Chacra, Mainque Chardonnay",살구
"보데가 이 비네도스 산 폴로, 아우카 클래식 말벡","Bodega y Vinedos San Polo, Auka Classic Malbec",배
"보데가 이 비네도스 산 폴로, 아우카 클래식 말벡","Bodega y Vinedos San Polo, Auka Classic Malbec",꽃
"보데가스 까레, 블랑코 소브레 리아스","Bodegas Care, Blanco Sobre Lias",파인애플
"보데가스 까로, 아만카야","Bodegas Caro, Amancaya",흑연
"보데가스 까로, 아만카야","Bodegas Caro, Amancaya",블랙커런트
"보데가스 까로, 아만카야","Bodegas Caro, Amancaya",커피
"보데가스 까로, 아만카야","Bodegas Caro, Amancaya",딸기
"보데가스 까로, 아만카야","Bodegas Caro, Amancaya",민트
"보데가스 까로, 아만카야","Bodegas Caro, Amancaya",꽃
"보데가스 까로, 아루마","Bodegas Caro, Aruma",제비꽃
"보데가스 까로, 아루마","Bodegas Caro, Aruma",자두
"보데가스 까로, 아루마","Bodegas Caro, Aruma",흙
"보데가스 까로, 아루마","Bodegas Caro, Aruma",오크
"보데가스 까로, 아루마","Bodegas Caro, Aruma",블루베리
"보데가스 까로, 아루마","Bodegas Caro, Aruma",민트
"보데가스 까로, 아루마","Bodegas Caro, Aruma",꽃
"보데가스 까로, 아루마","Bodegas Caro, Aruma",블랙베리
"보데가스 까로, 아루마","Bodegas Caro, Aruma",삼나무
"보데가스 까로, 아루마","Bodegas Caro, Aruma",블랙커런트
"보데가스 무가, 아로","Bodegas Muga, Aro",체리
"보데가스 무가, 아로","Bodegas Muga, Aro",자두
"보데가스 무가, 블랑코","Bodegas Muga, Blanco",꽃
"보데가스 무가, 블랑코","Bodegas Muga, Blanco",파인애플
"보데가스 무가, 프라도 에네아 그랑 레세르바","Bodegas Muga, Prado Enea Grand Reserva",가죽
"보데가스 무가, 리제르바 셀렉시옹 에스페시알","Bodegas Muga, Reserva Selection Especial",가죽
"보데가스 무가, 리제르바 셀렉시옹 에스페시알","Bodegas Muga, Reserva Selection Especial",허브
"보데가스 무가, 리제르바 셀렉시옹 에스페시알","Bodegas Muga, Reserva Selection Especial",미네랄
"보데가스 무가, 리제르바 셀렉시옹 에스페시알","Bodegas Muga, Reserva Selection Especial",정향
"보데가스 무가, 또레 무가","Bodegas Muga, Torre Muga",오크
"보데가스 무가, 또레 무가","Bodegas Muga, Torre Muga",배
"보데가스 넬레만, 저스트 화이트","Bodegas Neleman, Just Good Wine White",코코넛
"보데가스 넬레만, 저스트 화이트","Bodegas Neleman, Just Good Wine White",바닐라
"보데가스 넬레만, 저스트 화이트","Bodegas Neleman, Just Good Wine White",꿀
"보글, 쁘띠 시라","Bogle, Petite Sirah",오크
"보글, 쁘띠 시라","Bogle, Petite Sirah",미네랄
"볼랭저, 스페셜 뀌베 브뤼","Bollinger, Special Cuvee Brut",레몬
"볼랭저, 스페셜 뀌베 브뤼","Bollinger, Special Cuvee Brut",아몬드
"볼랭저, 스페셜 뀌베 브뤼","Bollinger, Special Cuvee Brut",미네랄
"볼랭저, 스페셜 뀌베 브뤼","Bollinger, Special Cuvee Brut",사과
"볼랭저, 스페셜 뀌베 브뤼","Bollinger, Special Cuvee Brut",생강
"본드, 세인트 이든","Bond, Saint Eden",블랙커런트
"본드, 세인트 이든","Bond, Saint Eden",꽃
"본드, 세인트 이든","Bond, Saint Eden",크림
"브란콧 에스테이트, 말보로 레터 'T' 피노누아","Brancott Estate, Marlborough Letter 'T' Pinot Noir",체리
"브란콧 에스테이트, 말보로 레터 'T' 피노누아","Brancott Estate, Marlborough Letter 'T' Pinot Noir",토스트
"브란콧 에스테이트, 말보로 레터 'T' 피노누아","Brancott Estate, Marlborough Letter 'T' Pinot Noir",꽃
"브란콧 에스테이트, 말보로 레터 'T' 피노누아","Brancott Estate, Marlborough Letter 'T' Pinot Noir",자두
"브루어 클리프턴, 산타 리타 힐스 피노 누아","Brewer-Clifton, Sta. Rita Hills Pinot Noir",장미
"브루어 클리프턴, 산타 리타 힐스 피노 누아","Brewer-Clifton, Sta. Rita Hills Pinot Noir",꽃
"브루어 클리프턴, 산타 리타 힐스 피노 누아","Brewer-Clifton, Sta. Rita Hills Pinot Noir",석류
"브루어 클리프턴, 산타 리타 힐스 피노 누아","Brewer-Clifton, Sta. Rita Hills Pinot Noir",딸기
"브루어 클리프턴, 산타 리타 힐스 피노 누아","Brewer-Clifton, Sta. Rita Hills Pinot Noir",레드커런트
"브레짜, 바롤로 깐누비","Brezza, Barolo Cannubi",가죽
"브레짜, 바롤로 깐누비","Brezza, Barolo Cannubi",미네랄
"브루노 지아코사, 바르바레스코 아실리 리제르바","Bruno Giacosa, Barbaresco Asili Riserva",장미
"브루노 지아코사, 바르바레스코 아실리 리제르바","Bruno Giacosa, Barbaresco Asili Riserva",딸기
"브루노 지아코사, 바롤로","Bruno Giacosa, Barolo",체리
"브루노 지아코사, 바롤로","Bruno Giacosa, Barolo",자두
"칸티나 길랑, 패트리샤 피노 누아","Cantina Girlan, Patricia Pinot Noir",체리
"칸티나 길랑, 트라트만 피노누아 리세르바","Cantina Girlan, Trattmann Pinot Noir Riserva",체리
"칸티네 델 보르고 레알레, 시데레우스 토스카나 로쏘","Cantine del Borgo Reale, Sidereus Toscana Rosso",허브
"칸티네 델 보르고 레알레, 시데레우스 토스카나 로쏘","Cantine del Borgo Reale, Sidereus Toscana Rosso",딸기
"칸티네 델 보르고 레알레, 시데레우스 토스카나 로쏘","Cantine del Borgo Reale, Sidereus Toscana Rosso",블랙체리
"칸티네 델 보르고 레알레, 시데레우스 토스카나 로쏘","Cantine del Borgo Reale, Sidereus Toscana Rosso",정향
"칸티네 델 보르고 레알레, 시데레우스 토스카나 로쏘","Cantine del Borgo Reale, Sidereus Toscana Rosso",꽃
"칸티네 델 보르고 레알레, 시데레우스 토스카나 로쏘","Cantine del Borgo Reale, Sidereus Toscana Rosso",체리
"칸티네 델 보르고 레알레, 시데레우스 토스카나 로쏘","Cantine del Borgo Reale, Sidereus Toscana Rosso",자두
"칸티네 델 보르고 레알레, 시데레우스 토스카나 로쏘","Cantine del Borgo Reale, Sidereus Toscana Rosso",시나몬
"칸티네 델 보르고 레알레, 시데레우스 토스카나 로쏘","Cantine del Borgo Reale, Sidereus Toscana Rosso",타바코
"칸티네 델 보르고 레알레, 시데레우스 토스카나 로쏘","Cantine del Borgo Reale, Sidereus Toscana Rosso",레드커런트
"칼린 드 파올로, 바르베라 다스티","Carlin de Paolo, Barbera d'Asti 'Ad Libitvm'",잼
"깔린드 파올로, 바롤로","Carlin de Paolo, Barolo",체리
"깔린드 파올로, 바롤로","Carlin de Paolo, Barolo",장미
"깔린드 파올로, 바롤로","Carlin de Paolo, Barolo",민트
"깔린드 파올로, 바롤로","Carlin de Paolo, Barolo",잼
까로,Caro,민트
까로,Caro,레드커런트
"카르페 디엠, 샤르도네","Carpe Diem, Chardonnay",배
"카르페 디엠, 샤르도네","Carpe Diem, Chardonnay",멜론
"카르페 디엠, 샤르도네","Carpe Diem, Chardonnay",사과
"카르페 디엠, 샤르도네","Carpe Diem, Chardonnay",삼나무
"카르페 디엠, 샤르도네","Carpe Diem, Chardonnay",자몽
"카르페 디엠, 샤르도네","Carpe Diem, Chardonnay",시나몬
"카르페 디엠, 샤르도네","Carpe Diem, Chardonnay",로즈마리
"카르페 디엠, 샤르도네","Carpe Diem, Chardonnay",오크
"카르페 디엠, 피노 누아","Carpe Diem, Pinot Noir",체리
"카르페 디엠, 피노 누아","Carpe Diem, Pinot Noir",자두
"카르페 디엠, 피노 누아","Carpe Diem, Pinot Noir",라스베리
"카르페 디엠, 피노 누아","Carpe Diem, Pinot Noir",오크
"카르페 디엠, 피노 누아","Carpe Diem, Pinot Noir",정향
"카르페 디엠, 피노 누아","Carpe Diem, Pinot Noir",블랙커런트
"카르페 디엠, 피노 누아","Carpe Diem, Pinot Noir",삼나무
"까르피네토, 파니토 빈산토 델 키안티","Carpineto, Farnito Vinsanto del Chianti",호두
"까르피네토, 파니토 빈산토 델 키안티","Carpineto, Farnito Vinsanto del Chianti",잼
"까르피네토, 파니토 빈산토 델 키안티","Carpineto, Farnito Vinsanto del Chianti",오크
"까르피네토, 비노 노빌레 디 몬테풀치아노 리제르바","Carpineto, Vino Nobile di Montepulciano Reserva",오크
까르뜨 블랑슈 까베르네 소비뇽,"Carte Blanche, Cabernet Sauvignon",흙
까르뜨 블랑슈 까베르네 소비뇽,"Carte Blanche, Cabernet Sauvignon",미네랄
"카잘 파르네토, 치마이오","Casal Farneto, Cimaio",미네랄
"카잘 파르네토, 치마이오","Casal Farneto, Cimaio",바닐라
"카잘 파르네토, 치마이오","Casal Farneto, Cimaio",꿀
"카잘 파르네토, 치마이오","Casal Farneto, Cimaio",아몬드
"카시나 치쿠, 랑게 네비올로","Cascina Chicco, Langhe Nebbiolo",체리
"카스텔로 디 폰테루톨리, 키안티 클라시코","Castello di Fonterutoli, Chianti Classico",꽃
"카스텔로 디 폰테루톨리, 키안티 클라시코","Castello di Fonterutoli, Chianti Classico",후추
"카스텔로 디 폰테루톨리, 키안티 클라시코","Castello di Fonterutoli, Chianti Classico",가죽
"카스텔로 디 폰테루톨리, 키안티 클라시코","Castello di Fonterutoli, Chianti Classico",체리
"카스텔로 디 몬테포, 스키디오네","Castello di Montepo, Schidione",바닐라
"카스텔로 디 몬테포, 스키디오네","Castello di Montepo, Schidione",석류
"카스텔로 디 퀘르체토, 키안티 클라시코","Castello di Querceto, Chianti Classico",체리
"카스텔로 디 퀘르체토, 키안티 클라시코","Castello di Querceto, Chianti Classico",후추
"카네타 자파타, 안젤리카 자파타 말벡","Catena Zapata, Angelica Zapata Malbec",미네랄
"카네타 자파타, 안젤리카 자파타 말벡","Catena Zapata, Angelica Zapata Malbec",자두
"카테나 자파타, 디.브이 카테나 카베르네 히스토리코","Catena Zapata, D.V Catena Cabernet Historico",토스트
"카테나 자파타, 디.브이 카테나 카베르네 히스토리코","Catena Zapata, D.V Catena Cabernet Historico",가죽
"카테나 자파타, 디.브이 카테나 말벡 히스토리코","Catena Zapata, D.V Catena Malbec Historico",자두
"카테나 자파타, 디.브이 카테나 말벡 히스토리코","Catena Zapata, D.V Catena Malbec Historico",토스트
"카테나 자파타, 디.브이 카테나 말벡 히스토리코","Catena Zapata, D.V Catena Malbec Historico",체리
"셀라 드 캅파네스, 포텐테","Cellar de Capcanes, Potente",초콜릿
"셀라 드 캅파네스, 포텐테","Cellar de Capcanes, Potente",딸기
"셀라 드 캅파네스, 포텐테","Cellar de Capcanes, Potente",자두
셀리에 오 무안 지브리 프리미에 크뤼 클로 뒤 셀리에 오 무안,Cellier aux Moines Givry 1er Cru Clos du Cellier aux Moines,감초
셀리에 오 무안 지브리 프리미에 크뤼 클로 뒤 셀리에 오 무안,Cellier aux Moines Givry 1er Cru Clos du Cellier aux Moines,미네랄
셀리에 오 무안 지브리 프리미에 크뤼 클로 뒤 셀리에 오 무안,Cellier aux Moines Givry 1er Cru Clos du Cellier aux Moines,자두
셀리에 오 무안 몽타니 프리미에 크뤼 레 콤브,Cellier aux Moines Montagny 1er Cru Les Combes,복숭아
셀리에 오 무안 몽타니 프리미에 크뤼 레 콤브,Cellier aux Moines Montagny 1er Cru Les Combes,멜론
셀리에 오 무안 몽타니 프리미에 크뤼 레 콤브,Cellier aux Moines Montagny 1er Cru Les Combes,자몽
셀리에 오 무안 몽타니 프리미에 크뤼 레 콤브,Cellier aux Moines Montagny 1er Cru Les Combes,꽃
셀리에 오 무안 몽타니 프리미에 크뤼 레 콤브,Cellier aux Moines Montagny 1er Cru Les Combes,후추
셀리에 오 무안 상트네 프리미에 크뤼 보르가르,Cellier aux Moines Santenay 1er Cru Beauregard,오크
셀리에 오 무안 상트네 프리미에 크뤼 보르가르,Cellier aux Moines Santenay 1er Cru Beauregard,복숭아
셀리에 오 무안 상트네 프리미에 크뤼 보르가르,Cellier aux Moines Santenay 1er Cru Beauregard,헤이즐넛
셀리에 오 무안 상트네 프리미에 크뤼 보르가르,Cellier aux Moines Santenay 1er Cru Beauregard,꽃
셀리에 오 무안 상트네 프리미에 크뤼 보르가르,Cellier aux Moines Santenay 1er Cru Beauregard,시트러스
"샴페인 부와젤, 블랑 드 블랑","Champagne Boizel, Blanc de Blanc",자몽
"샴페인 부와젤, 블랑 드 블랑","Champagne Boizel, Blanc de Blanc",꿀
"샴페인 부와젤, 블랑 드 블랑","Champagne Boizel, Blanc de Blanc",아몬드
"샴페인 부와젤, 블랑 드 누아","Champagne Boizel, Blanc de Noir",홍차
"샴페인 부와젤, 블랑 드 누아","Champagne Boizel, Blanc de Noir",딸기
"샴페인 부와젤, 블랑 드 누아","Champagne Boizel, Blanc de Noir",페이스트리
"샴페인 부와젤, 브뤼 리저브","Champagne Boizel, Brut Reserve",레몬
"샴페인 드 브노쥬, 꼬르동 블루 브뤼","Champagne de Venoge, Cordon Bleu Brut",꿀
"샴페인 드 브노쥬, 꼬르동 블루 브뤼","Champagne de Venoge, Cordon Bleu Brut",사과
"샴페인 드 브노쥬, 꼬르동 블루 브뤼","Champagne de Venoge, Cordon Bleu Brut",레몬
"샴페인 드 브노쥬, 루이 도르 브뤼","Champagne de Venoge, Louis d'Or Brut",미네랄
"샴페인 드 브노쥬, 루이 도르 브뤼","Champagne de Venoge, Louis d'Or Brut",바닐라
"샴페인 드 브노쥬, 루이 도르 브뤼","Champagne de Venoge, Louis d'Or Brut",버섯
"샴페인 드 브노쥬, 루이 도르 브뤼","Champagne de Venoge, Louis d'Or Brut",브리오슈
"샴페인 드 브노쥬, 루이 15세 브뤼","Champagne de Venoge, Louis XV",바닐라
"샴페인 드 브노쥬, 루이 15세 브뤼","Champagne de Venoge, Louis XV",레몬그라스
"샴페인 드 브노쥬, 루이 15세 브뤼","Champagne de Venoge, Louis XV",브리오슈
"샴페인 드 브노쥬, 루이 15세 브뤼","Champagne de Venoge, Louis XV",레몬
"샴페인 드 브노쥬, 루이 15세 300주년 기념 에디션","Champagne de Venoge, Louis XV 300th Anniversary of the Coronation Edition",미네랄
"샴페인 드라피에, 콰투아","Champagne Drappier, Quattuor",미네랄
"샴페인 드라피에, 콰투아","Champagne Drappier, Quattuor",잼
"샴페인 드라피에, 콰투아","Champagne Drappier, Quattuor",꽃
"샴페인 드라피에, 콰투아","Champagne Drappier, Quattuor",꿀
"샴페인 유진 쓰리, 트레디션 브뤼","Champagne Eugene III, Tradition Brut",말린과일
